State,FIPS,Adult obesity
OK,40033,0.353
OK,40035,0.358
OK,40035,0.332
OK,40037,0.361
OK,40037,0.347
OK,40039,0.289
OK,40039,0.292
OK,40041,0.332
OK,40041,0.325
OK,40043,0.292
OK,40043,0.288
OK,40045,0.319
OK,40045,0.32
OK,40047,0.328
OK,40047,0.353
OK,40049,0.322
OK,40049,0.329
OK,40051,0.37
OK,40051,0.369
OK,40053,0.346
OK,40053,0.369
OK,40055,0.321
OK,40055,0.311
OK,40057,0.34
OK,40057,0.364
OK,40059,0.327
OK,40059,0.333
OK,40061,0.313
OK,40061,0.34
OK,40063,0.338
OK,40063,0.351
OK,40065,0.325
OK,40065,0.341
OK,40067,0.369
OK,40067,0.382
OK,40069,0.31
OK,40069,0.36
OK,40071,0.356
OK,40071,0.305
OK,40073,0.316
OK,40073,0.317
OK,40075,0.321
OK,40075,0.316
OK,40077,0.368
OK,40077,0.377
OK,40079,0.332
OK,40079,0.37
OK,40081,0.319
OK,40081,0.342
OK,40083,0.341
OK,40083,0.342
OK,40085,0.308
OK,40085,0.325
OK,40093,0.32
OK,40093,0.315
OK,40095,0.339
OK,40095,0.343
OK,40097,0.36
OK,40097,0.354
OK,40087,0.324
OK,40087,0.313
OK,40089,0.357
OK,40089,0.355
OK,40091,0.35
OK,40091,0.35
OK,40099,0.346
OK,40099,0.363
OK,40101,0.319
OK,40101,0.339
OK,40103,0.352
OK,40103,0.325
OK,40105,0.33
OK,40105,0.337
OK,40107,0.351
OK,40107,0.321
OK,40109,0.3
OK,40109,0.302
OK,40111,0.323
OK,40111,0.349
OK,40113,0.33
OK,40113,0.353
OK,40115,0.316
OK,40115,0.33
OK,40117,0.364
OK,40117,0.354
OK,40119,0.309
OK,40119,0.282
OK,40121,0.341
OK,40121,0.329
OK,40123,0.393
OK,40123,0.354
OK,40125,0.372
OK,40125,0.372
OK,40127,0.314
OK,40127,0.317
OK,40129,0.323
OK,40129,0.319
OK,40131,0.311
OK,40131,0.307
OK,40133,0.387
OK,40133,0.375
OK,40135,0.381
OK,40135,0.374
OK,40137,0.294
OK,40137,0.308
OK,40139,0.309
OK,40139,0.315
OK,40141,0.336
OK,40141,0.336
OK,40143,0.302
OK,40143,0.305
OK,40145,0.315
OK,40145,0.323
OK,40147,0.308
OK,40147,0.286
OK,40149,0.327
OK,40149,0.377
OK,40151,0.324
OK,40151,0.321
OK,40153,0.347
OK,40153,0.334
OR,41001,0.251
OR,41001,0.243
OR,41003,0.224
OR,41003,0.208
OR,41005,0.261
OR,41005,0.262
OR,41007,0.26
OR,41007,0.284
OR,41009,0.282
OR,41009,0.303
OR,41011,0.289
OR,41011,0.303
OR,41013,0.266
OR,41013,0.267
OR,41015,0.291
OR,41015,0.293
OR,41017,0.212
OR,41017,0.23
OR,41019,0.328
OR,41019,0.343
OR,41023,0.243
OR,41023,0.25
OR,41025,0.286
OR,41025,0.307
OR,41027,0.221
OR,41027,0.223
OR,41029,0.239
OR,41029,0.247
OR,41031,0.307
OR,41031,0.304
OR,41033,0.255
OR,41033,0.259
OR,41035,0.272
OR,41035,0.291
OR,41037,0.299
OR,41037,0.323
OR,41039,0.267
OR,41039,0.281
OR,41041,0.28
OR,41041,0.284
OR,41043,0.299
OR,41043,0.313
OR,41045,0.283
OR,41045,0.306
OR,41047,0.313
OR,41047,0.339
OR,41049,0.258
OR,41049,0.271
OR,41051,0.223
OR,41051,0.221
OR,41053,0.305
OR,41053,0.314
OR,41055,0.271
OR,41057,0.275
OR,41057,0.288
OR,41059,0.338
OR,41059,0.33
OR,41061,0.28
OR,41061,0.257
OR,41063,0.254
OR,41063,0.251
OR,41065,0.329
OR,41065,0.3
OR,41067,0.245
OR,41067,0.256
OR,41071,0.294
OR,41071,0.297
PA,42001,0.283
PA,42001,0.31
PA,42003,0.273
PA,42003,0.266
PA,42005,0.309
PA,42005,0.339
PA,42007,0.301
PA,42007,0.31
PA,42009,0.333
PA,42009,0.34
PA,42011,0.277
PA,42011,0.302
PA,42013,0.334
PA,42013,0.331
PA,42015,0.348
PA,42015,0.33
PA,42017,0.257
PA,42017,0.255
PA,42019,0.291
PA,42019,0.3
PA,42021,0.362
PA,42021,0.319
PA,42023,0.291
PA,42023,0.272
PA,42025,0.322
PA,42025,0.356
PA,42027,0.252
PA,42027,0.239
PA,42029,0.222
PA,42029,0.231
PA,42031,0.317
PA,42031,0.334
PA,42033,0.292
PA,42033,0.301
PA,42035,0.315
PA,42035,0.348
PA,42037,0.333
PA,42037,0.346
PA,42039,0.298
PA,42039,0.317
PA,42041,0.255
PA,42041,0.246
PA,42043,0.321
PA,42043,0.337
PA,42045,0.28
PA,42045,0.257
PA,42047,0.312
PA,42047,0.286
PA,42049,0.283
PA,42049,0.291
PA,42051,0.346
PA,42051,0.369
PA,42053,0.325
PA,42053,0.33
PA,42055,0.324
PA,42055,0.321
PA,42057,0.308
PA,42057,0.345
PA,42059,0.307
PA,42059,0.321
PA,42061,0.294
PA,42061,0.315
PA,42063,0.297
PA,42063,0.333
PA,42065,0.292
PA,42065,0.296
PA,42067,0.308
PA,42067,0.306
PA,42069,0.249
PA,42069,0.279
PA,42071,0.283
PA,42071,0.285
PA,42073,0.283
PA,42073,0.326
PA,42075,0.32
PA,42075,0.318
PA,42077,0.279
PA,42077,0.285
PA,42079,0.298
PA,42079,0.301
PA,42081,0.313
PA,42081,0.306
PA,42083,0.319
PA,42083,0.323
PA,42085,0.309
PA,42085,0.321
PA,42087,0.302
PA,42087,0.302
PA,42089,0.282
PA,42089,0.28
PA,42091,0.24
PA,42091,0.236
PA,42093,0.302
PA,42093,0.291
PA,42095,0.29
PA,42095,0.296
PA,42097,0.343
PA,42097,0.346
PA,42099,0.308
PA,42099,0.309
PA,42101,0.306
PA,42101,0.3
PA,42103,0.312
PA,42103,0.294
PA,42105,0.315
PA,42105,0.324
PA,42107,0.33
PA,42107,0.328
PA,42109,0.335
PA,42109,0.314
PA,42111,0.313
PA,42111,0.325
PA,42113,0.322
PA,42113,0.328
PA,42115,0.325
PA,42115,0.342
PA,42117,0.322
PA,42117,0.328
PA,42119,0.295
PA,42119,0.284
PA,42121,0.32
PA,42121,0.329
PA,42123,0.312
PA,42123,0.32
PA,42125,0.277
PA,42125,0.267
PA,42127,0.29
PA,42127,0.313
PA,42129,0.283
PA,42129,0.278
PA,42131,0.322
PA,42131,0.33
PA,42133,0.328
PA,42133,0.316
RI,44001,0.203
RI,44001,0.207
RI,44003,0.277
RI,44003,0.269
RI,44005,0.22
RI,44005,0.213
RI,44007,0.273
RI,44007,0.278
RI,44009,0.226
RI,44009,0.229
SC,45001,0.348
SC,45001,0.346
SC,45003,0.319
SC,45003,0.312
SC,45005,0.367
SC,45005,0.395
SC,45007,0.308
SC,45007,0.335
SC,45009,0.422
SC,45009,0.406
SC,45011,0.369
SC,45011,0.385
SC,45013,0.216
SC,45013,0.22
SC,45015,0.388
SC,45015,0.365
SC,45017,0.384
SC,45017,0.395
SC,45019,0.277
SC,45019,0.262
SC,45021,0.314
SC,45021,0.33
SC,45023,0.335
SC,45023,0.372
SC,45025,0.36
SC,45025,0.354
SC,45027,0.375
SC,45027,0.382
SC,45029,0.367
SC,45029,0.382
SC,45031,0.357
SC,45031,0.341
SC,45033,0.398
SC,45033,0.398
SC,45035,0.29
SC,45035,0.304
SC,45037,0.357
SC,45037,0.338
SC,45039,0.397
SC,45039,0.406
SC,45041,0.361
SC,45041,0.369
SC,45043,0.351
SC,45043,0.348
SC,45045,0.298
SC,45045,0.296
SC,45047,0.336
SC,45047,0.324
SC,45049,0.424
SC,45049,0.434
SC,45051,0.278
SC,45051,0.277
SC,45053,0.415
SC,45053,0.395
SC,45055,0.311
SC,45055,0.309
SC,45057,0.319
SC,45057,0.347
SC,45059,0.358
SC,45059,0.378
SC,45061,0.396
SC,45061,0.414
SC,45063,0.307
SC,45063,0.303
SC,45067,0.388
SC,45067,0.398
SC,45069,0.408
SC,45069,0.398
SC,45065,0.345
SC,45065,0.322
SC,45071,0.351
SC,45071,0.346
SC,45073,0.313
SC,45073,0.31
SC,45075,0.403
SC,45075,0.41
SC,45077,0.285
SC,45077,0.296
SC,45079,0.311
SC,45079,0.322
SC,45081,0.32
SC,45081,0.331
SC,45083,0.285
SC,45083,0.293
SC,45085,0.358
SC,45085,0.347
SC,45087,0.359
SC,45087,0.359
SC,45089,0.426
SC,45089,0.43
SC,45091,0.285
SC,45091,0.282
SD,46003,0.292
SD,46005,0.302
SD,46005,0.312
SD,46007,0.377
SD,46007,0.377
SD,46009,0.321
SD,46009,0.3
SD,46011,0.278
SD,46011,0.263
SD,46013,0.311
SD,46013,0.295
SD,46015,0.361
SD,46015,0.362
SD,46017,0.418
SD,46017,0.435
SD,46019,0.303
SD,46019,0.281
SD,46023,0.331
SD,46023,0.322
SD,46025,0.327
SD,46025,0.32
SD,46027,0.298
SD,46027,0.3
SD,46029,0.297
SD,46029,0.3
SD,46031,0.415
SD,46031,0.39
SD,46033,0.249
SD,46033,0.251
SD,46035,0.326
SD,46035,0.33
SD,46037,0.334
SD,46037,0.344
SD,46039,0.351
SD,46039,0.338
SD,46041,0.423
SD,46041,0.402
SD,46043,0.293
SD,46043,0.275
SD,46045,0.356
SD,46045,0.318
SD,46047,0.326
SD,46047,0.337
SD,46049,0.295
SD,46049,0.286
SD,46051,0.344
SD,46051,0.341
SD,46053,0.292
SD,46053,0.319
SD,46057,0.305
SD,46057,0.298
SD,46059,0.306
SD,46059,0.287
SD,46061,0.296
SD,46061,0.269
SD,46065,0.308
SD,46065,0.284
SD,46067,0.294
SD,46067,0.309
SD,46071,0.348
SD,46071,0.326
SD,46073,0.278
SD,46077,0.299
SD,46077,0.321
SD,46079,0.305
SD,46079,0.28
SD,46081,0.244
SD,46081,0.245
SD,46083,0.277
SD,46083,0.276
SD,46085,0.355
SD,46085,0.347
SD,46091,0.289
SD,46091,0.296
SD,46087,0.29
SD,46087,0.278
SD,46089,0.268
SD,46093,0.281
SD,46093,0.28
SD,46095,0.376
SD,46095,0.344
SD,46097,0.313
SD,46097,0.321
SD,46099,0.291
SD,46099,0.274
SD,46101,0.347
SD,46101,0.337
SD,46103,0.271
SD,46103,0.276
SD,46105,0.308
SD,46105,0.322
SD,46107,0.284
SD,46107,0.293
SD,46109,0.367
SD,46109,0.349
SD,46111,0.345
SD,46111,0.34
SD,46113,0.416
SD,46113,0.425
SD,46115,0.344
SD,46115,0.322
SD,46117,0.323
SD,46117,0.325
SD,46121,0.421
SD,46121,0.403
SD,46123,0.343
SD,46123,0.329
SD,46125,0.322
SD,46125,0.314
SD,46127,0.301
SD,46127,0.291
SD,46129,0.326
SD,46129,0.307
SD,46135,0.292
SD,46135,0.288
SD,46137,0.447
SD,46137,0.444
TN,47001,0.309
TN,47001,0.326
TN,47003,0.36
TN,47003,0.351
TN,47005,0.34
TN,47005,0.333
TN,47007,0.318
TN,47007,0.338
TN,47009,0.319
TN,47009,0.334
TN,47011,0.299
TN,47011,0.318
TN,47013,0.334
TN,47013,0.328
TN,47015,0.323
TN,47015,0.307
TN,47017,0.353
TN,47017,0.319
TN,47019,0.3
TN,47019,0.287
TN,47021,0.297
TN,47021,0.301
TN,47023,0.359
TN,47023,0.317
TN,47025,0.317
TN,47025,0.345
TN,47027,0.31
TN,47027,0.316
TN,47029,0.334
TN,47029,0.314
TN,47031,0.345
TN,47031,0.356
TN,47033,0.346
TN,47033,0.358
TN,47035,0.286
TN,47035,0.265
TN,47037,0.303
TN,47037,0.308
TN,47041,0.319
TN,47041,0.32
TN,47039,0.333
TN,47039,0.346
TN,47043,0.32
TN,47043,0.349
TN,47045,0.336
TN,47045,0.333
TN,47047,0.369
TN,47047,0.351
TN,47049,0.349
TN,47049,0.375
TN,47051,0.315
TN,47051,0.304
TN,47053,0.371
TN,47053,0.34
TN,47055,0.361
TN,47055,0.351
TN,47057,0.3
TN,47057,0.314
TN,47059,0.354
TN,47059,0.316
TN,47061,0.306
TN,47061,0.279
TN,47063,0.312
TN,47063,0.298
TN,47065,0.306
TN,47065,0.291
TN,47067,0.303
TN,47067,0.298
TN,47069,0.369
TN,47069,0.36
TN,47071,0.328
TN,47071,0.34
TN,47073,0.345
TN,47073,0.345
TN,47075,0.387
TN,47075,0.41
TN,47077,0.364
TN,47077,0.351
TN,47079,0.352
TN,47079,0.365
TN,47081,0.337
TN,47081,0.344
TN,47083,0.324
TN,47083,0.339
TN,47085,0.316
TN,47085,0.346
TN,47087,0.307
TN,47087,0.306
TN,47089,0.284
TN,47089,0.279
TN,47091,0.312
TN,47091,0.313
TN,47093,0.295
TN,47093,0.287
TN,47095,0.329
TN,47095,0.354
TN,47097,0.37
TN,47097,0.39
TN,47099,0.312
TN,47099,0.313
TN,47101,0.324
TN,47101,0.313
TN,47103,0.317
TN,47103,0.308
TN,47105,0.295
TN,47105,0.28
TN,47111,0.336
TN,47111,0.324
TN,47113,0.361
TN,47113,0.373
TN,47115,0.299
TN,47115,0.283
TN,47117,0.299
TN,47117,0.299
TN,47119,0.353
TN,47119,0.351
TN,47107,0.335
TN,47107,0.338
TN,47109,0.354
TN,47109,0.359
TN,47121,0.327
TN,47121,0.303
TN,47123,0.354
TN,47123,0.349
TN,47125,0.321
TN,47125,0.305
TN,47127,0.324
TN,47127,0.335
TN,47129,0.315
TN,47129,0.31
TN,47131,0.321
TN,47131,0.329
TN,47133,0.314
TN,47133,0.316
TN,47135,0.293
TN,47135,0.3
TN,47137,0.313
TN,47137,0.32
TN,47139,0.315
TN,47139,0.325
TN,47141,0.325
TN,47141,0.349
TN,47143,0.372
TN,47143,0.365
TN,47145,0.326
TN,47145,0.34
TN,47147,0.329
TN,47147,0.339
TN,47149,0.313
TN,47149,0.317
TN,47151,0.299
TN,47151,0.296
TN,47153,0.348
TN,47153,0.34
TN,47155,0.309
TN,47155,0.302
TN,47157,0.346
TN,47157,0.35
TN,47159,0.33
TN,47159,0.332
TN,47161,0.313
TN,47161,0.29
TN,47163,0.33
TN,47163,0.331
TN,47165,0.294
TN,47165,0.297
TN,47167,0.346
TN,47167,0.329
TN,47169,0.325
TN,47169,0.338
TN,47171,0.314
TN,47171,0.304
TN,47173,0.34
TN,47173,0.33
TN,47175,0.335
TN,47175,0.316
TN,47177,0.341
TN,47177,0.322
TN,47179,0.293
TN,47179,0.309
TN,47181,0.315
TN,47181,0.337
TN,47183,0.295
TN,47183,0.304
TN,47185,0.303
TN,47185,0.311
TN,47187,0.259
TN,47187,0.27
TN,47189,0.335
TN,47189,0.317
TX,48001,0.34
TX,48001,0.356
TX,48003,0.303
TX,48003,0.295
TX,48005,0.318
TX,48005,0.297
TX,48007,0.278
TX,48007,0.282
TX,48009,0.295
TX,48009,0.296
TX,48011,0.275
TX,48013,0.308
TX,48013,0.288
TX,48015,0.308
TX,48015,0.278
TX,48017,0.289
TX,48017,0.288
TX,48019,0.29
TX,48019,0.287
TX,48021,0.312
TX,48021,0.31
TX,48023,0.273
TX,48023,0.275
TX,48025,0.3
TX,48025,0.304
TX,48027,0.291
TX,48027,0.296
TX,48029,0.293
TX,48029,0.301
TX,48031,0.294
TX,48031,0.301
TX,48035,0.283
TX,48035,0.293
TX,48037,0.315
TX,48037,0.344
TX,48039,0.29
TX,48039,0.3
TX,48041,0.283
TX,48041,0.276
TX,48043,0.27
TX,48043,0.269
TX,48047,0.29
TX,48047,0.291
TX,48049,0.323
TX,48049,0.311
TX,48051,0.319
TX,48051,0.299
TX,48053,0.277
TX,48053,0.287
TX,48055,0.32
TX,48055,0.308
TX,48057,0.284
TX,48057,0.295
TX,48059,0.296
TX,48059,0.29
TX,48061,0.27
TX,48061,0.277
TX,48063,0.317
TX,48063,0.326
TX,48065,0.3
TX,48065,0.289
TX,48067,0.294
TX,48067,0.288
TX,48069,0.296
TX,48069,0.301
TX,48071,0.302
TX,48071,0.314
TX,48073,0.336
TX,48073,0.319
TX,48075,0.292
TX,48075,0.296
TX,48077,0.293
TX,48077,0.296
TX,48079,0.303
TX,48079,0.298
TX,48081,0.302
TX,48081,0.312
TX,48083,0.273
TX,48083,0.287
TX,48085,0.245
TX,48085,0.257
TX,48087,0.301
TX,48087,0.309
TX,48089,0.288
TX,48089,0.301
TX,48091,0.291
TX,48091,0.291
TX,48093,0.288
TX,48093,0.292
TX,48095,0.314
TX,48095,0.311
TX,48097,0.316
TX,48097,0.308
TX,48099,0.295
TX,48099,0.313
TX,48103,0.296
TX,48103,0.292
TX,48105,0.305
TX,48105,0.3
TX,48107,0.28
TX,48107,0.29
TX,48111,0.284
TX,48111,0.308
TX,48113,0.303
TX,48113,0.292
TX,48115,0.299
TX,48115,0.309
TX,48123,0.281
TX,48123,0.292
TX,48117,0.317
TX,48117,0.321
TX,48119,0.299
TX,48119,0.293
TX,48121,0.295
TX,48121,0.266
TX,48125,0.286
TX,48127,0.306
TX,48127,0.305
TX,48129,0.313
TX,48129,0.302
TX,48131,0.301
TX,48131,0.299
TX,48133,0.324
TX,48133,0.317
TX,48135,0.32
TX,48135,0.315
TX,48137,0.288
TX,48137,0.291
TX,48141,0.234
TX,48141,0.254
TX,48139,0.291
TX,48139,0.28
TX,48143,0.281
TX,48143,0.295
TX,48145,0.31
TX,48145,0.316
TX,48147,0.321
TX,48147,0.323
TX,48149,0.278
TX,48149,0.287
TX,48151,0.307
TX,48151,0.301
TX,48153,0.289
TX,48153,0.291
TX,48155,0.285
TX,48157,0.252
TX,48157,0.25
TX,48159,0.283
TX,48159,0.289
TX,48161,0.315
TX,48161,0.308
TX,48163,0.297
TX,48163,0.304
TX,48165,0.318
TX,48165,0.315
TX,48167,0.293
TX,48167,0.289
TX,48169,0.329
TX,48169,0.31
TX,48171,0.295
TX,48171,0.314
TX,48175,0.304
TX,48175,0.3
TX,48177,0.322
TX,48177,0.328
TX,48179,0.304
TX,48179,0.277
TX,48181,0.27
TX,48181,0.281
TX,48183,0.324
TX,48183,0.337
TX,48185,0.346
TX,48185,0.348
TX,48187,0.299
TX,48187,0.315
TX,48189,0.282
TX,48189,0.29
TX,48191,0.287
TX,48191,0.297
TX,48193,0.291
TX,48193,0.318
TX,48195,0.284
TX,48195,0.287
TX,48197,0.303
TX,48197,0.302
TX,48199,0.316
TX,48199,0.339
TX,48201,0.285
TX,48201,0.282
TX,48203,0.332
TX,48203,0.315
TX,48205,0.315
TX,48205,0.304
TX,48207,0.284
TX,48207,0.295
TX,48209,0.303
TX,48209,0.273
TX,48211,0.303
TX,48211,0.308
TX,48213,0.276
TX,48213,0.273
TX,48215,0.311
TX,48215,0.34
TX,48217,0.335
TX,48217,0.332
TX,48219,0.291
TX,48219,0.287
TX,48221,0.286
TX,48221,0.26
TX,48223,0.325
TX,48223,0.305
TX,48225,0.298
TX,48225,0.316
TX,48227,0.323
TX,48227,0.312
TX,48229,0.287
TX,48229,0.288
TX,48231,0.324
TX,48231,0.302
TX,48233,0.327
TX,48233,0.332
TX,48237,0.285
TX,48237,0.289
TX,48239,0.317
TX,48239,0.313
TX,48241,0.303
TX,48241,0.31
TX,48243,0.261
TX,48243,0.259
TX,48245,0.355
TX,48245,0.35
TX,48247,0.295
TX,48247,0.295
TX,48249,0.302
TX,48249,0.3
TX,48251,0.326
TX,48251,0.327
TX,48253,0.311
TX,48253,0.303
TX,48255,0.285
TX,48255,0.279
TX,48257,0.372
TX,48257,0.332
TX,48259,0.242
TX,48259,0.261
TX,48265,0.278
TX,48265,0.264
TX,48267,0.277
TX,48267,0.287
TX,48271,0.294
TX,48271,0.295
TX,48273,0.301
TX,48273,0.313
TX,48275,0.278
TX,48275,0.285
TX,48283,0.289
TX,48283,0.299
TX,48277,0.276
TX,48277,0.308
TX,48279,0.298
TX,48279,0.295
TX,48281,0.29
TX,48281,0.289
TX,48285,0.292
TX,48285,0.318
TX,48287,0.329
TX,48287,0.318
TX,48289,0.294
TX,48289,0.297
TX,48291,0.319
TX,48291,0.32
TX,48293,0.297
TX,48293,0.318
TX,48295,0.296
TX,48295,0.308
TX,48297,0.295
TX,48297,0.299
TX,48299,0.252
TX,48299,0.263
TX,48303,0.282
TX,48303,0.277
TX,48305,0.303
TX,48305,0.296
TX,48313,0.313
TX,48313,0.306
TX,48315,0.317
TX,48315,0.335
TX,48317,0.297
TX,48317,0.303
TX,48319,0.274
TX,48319,0.278
TX,48321,0.302
TX,48321,0.314
TX,48323,0.303
TX,48323,0.304
TX,48307,0.294
TX,48307,0.302
TX,48309,0.304
TX,48309,0.286
TX,48325,0.282
TX,48325,0.288
TX,48327,0.291
TX,48327,0.29
TX,48329,0.281
TX,48329,0.284
TX,48331,0.312
TX,48331,0.321
TX,48333,0.304
TX,48333,0.293
TX,48335,0.292
TX,48335,0.28
TX,48337,0.283
TX,48337,0.27
TX,48339,0.289
TX,48339,0.279
TX,48341,0.315
TX,48341,0.302
TX,48343,0.319
TX,48343,0.335
TX,48347,0.298
TX,48347,0.301
TX,48349,0.337
TX,48349,0.342
TX,48351,0.323
TX,48351,0.308
TX,48353,0.292
TX,48353,0.302
TX,48355,0.294
TX,48355,0.306
TX,48357,0.296
TX,48357,0.314
TX,48359,0.308
TX,48361,0.329
TX,48361,0.322
TX,48363,0.281
TX,48363,0.289
TX,48365,0.31
TX,48365,0.32
TX,48367,0.312
TX,48367,0.337
TX,48369,0.318
TX,48369,0.313
TX,48371,0.295
TX,48371,0.298
TX,48373,0.342
TX,48373,0.336
TX,48375,0.342
TX,48375,0.329
TX,48377,0.252
TX,48377,0.245
TX,48379,0.293
TX,48379,0.288
TX,48381,0.259
TX,48381,0.256
TX,48383,0.295
TX,48383,0.302
TX,48385,0.289
TX,48385,0.283
TX,48387,0.315
TX,48387,0.315
TX,48389,0.309
TX,48389,0.302
TX,48391,0.299
TX,48391,0.296
TX,48395,0.314
TX,48395,0.322
TX,48397,0.277
TX,48397,0.258
TX,48399,0.326
TX,48399,0.295
TX,48401,0.352
TX,48401,0.37
TX,48403,0.32
TX,48403,0.313
TX,48405,0.291
TX,48405,0.303
TX,48407,0.304
TX,48407,0.304
TX,48409,0.292
TX,48409,0.288
TX,48411,0.299
TX,48411,0.299
TX,48413,0.298
TX,48413,0.302
TX,48415,0.295
TX,48415,0.288
TX,48417,0.314
TX,48417,0.33
TX,48419,0.336
TX,48419,0.328
TX,48421,0.3
TX,48423,0.282
TX,48423,0.273
TX,48425,0.284
TX,48425,0.284
TX,48427,0.293
TX,48427,0.307
TX,48429,0.293
TX,48429,0.301
TX,48435,0.29
TX,48435,0.297
TX,48437,0.282
TX,48437,0.285
TX,48439,0.279
TX,48439,0.286
TX,48441,0.282
TX,48441,0.282
TX,48445,0.319
TX,48445,0.338
TX,48449,0.305
TX,48449,0.295
TX,48451,0.283
TX,48451,0.277
TX,48453,0.237
TX,48453,0.214
TX,48455,0.315
TX,48455,0.324
TX,48457,0.298
TX,48457,0.308
TX,48459,0.31
TX,48459,0.333
TX,48461,0.298
TX,48461,0.306
TX,48463,0.295
TX,48463,0.296
TX,48465,0.277
TX,48465,0.28
TX,48467,0.325
TX,48467,0.34
TX,48469,0.298
TX,48469,0.332
TX,48471,0.326
TX,48471,0.304
TX,48473,0.323
TX,48473,0.308
TX,48475,0.3
TX,48475,0.301
TX,48477,0.286
TX,48477,0.284
TX,48479,0.307
TX,48479,0.312
TX,48481,0.292
TX,48481,0.313
TX,48483,0.296
TX,48483,0.289
TX,48485,0.329
TX,48485,0.321
TX,48487,0.292
TX,48487,0.287
TX,48489,0.285
TX,48489,0.295
TX,48491,0.271
TX,48491,0.278
TX,48493,0.276
TX,48493,0.282
TX,48495,0.318
TX,48495,0.313
TX,48497,0.294
TX,48497,0.298
TX,48499,0.29
TX,48499,0.304
TX,48501,0.298
TX,48501,0.299
TX,48503,0.278
TX,48503,0.272
TX,48505,0.305
TX,48505,0.312
TX,48507,0.29
TX,48507,0.284
UT,49001,0.283
UT,49001,0.292
UT,49003,0.283
UT,49003,0.311
UT,49005,0.235
UT,49005,0.224
UT,49007,0.261
UT,49007,0.277
UT,49011,0.247
UT,49011,0.249
UT,49013,0.266
UT,49013,0.269
UT,49015,0.276
UT,49015,0.261
UT,49017,0.261
UT,49017,0.279
UT,49019,0.206
UT,49019,0.204
UT,49021,0.256
UT,49021,0.246
UT,49023,0.297
UT,49023,0.306
UT,49025,0.231
UT,49025,0.226
UT,49027,0.297
UT,49027,0.284
UT,49029,0.229
UT,49029,0.224
UT,49031,0.242
UT,49031,0.247
UT,49035,0.246
UT,49035,0.248
UT,49037,0.285
UT,49037,0.251
UT,49039,0.253
UT,49039,0.242
UT,49041,0.292
UT,49041,0.302
UT,49043,0.153
UT,49043,0.146
UT,49045,0.303
UT,49045,0.292
UT,49047,0.298
UT,49047,0.285
UT,49049,0.235
UT,49049,0.238
UT,49051,0.232
UT,49051,0.228
UT,49053,0.238
UT,49053,0.226
UT,49055,0.249
UT,49055,0.225
UT,49057,0.273
UT,49057,0.281
VA,51001,0.355
VA,51001,0.35
VA,51003,0.27
VA,51003,0.256
VA,51510,0.195
VA,51510,0.204
VA,51005,0.26
VA,51005,0.264
VA,51007,0.327
VA,51007,0.343
VA,51009,0.309
VA,51009,0.303
VA,51011,0.304
VA,51011,0.311
VA,51013,0.193
VA,51013,0.175
VA,51015,0.276
VA,51015,0.283
VA,51017,0.278
VA,51017,0.296
VA,51019,0.258
VA,51019,0.269
VA,51515,0.301
VA,51515,0.342
VA,51021,0.282
VA,51021,0.309
VA,51023,0.272
VA,51023,0.274
VA,51520,0.293
VA,51520,0.295
VA,51025,0.349
VA,51025,0.336
VA,51027,0.294
VA,51027,0.288
VA,51029,0.309
VA,51029,0.324
VA,51530,0.291
VA,51530,0.29
VA,51031,0.317
VA,51031,0.306
VA,51033,0.299
VA,51033,0.3
VA,51035,0.31
VA,51035,0.303
VA,51036,0.356
VA,51036,0.355
VA,51037,0.317
VA,51037,0.311
VA,51540,0.282
VA,51540,0.271
VA,51550,0.285
VA,51550,0.298
VA,51041,0.284
VA,51041,0.272
VA,51043,0.298
VA,51043,0.301
VA,51570,0.273
VA,51570,0.264
VA,51580,0.291
VA,51580,0.294
VA,51045,0.3
VA,51045,0.322
VA,51047,0.33
VA,51047,0.318
VA,51049,0.322
VA,51049,0.329
VA,51590,0.332
VA,51590,0.351
VA,51051,0.288
VA,51051,0.287
VA,51053,0.324
VA,51053,0.342
VA,51595,0.336
VA,51595,0.334
VA,51057,0.293
VA,51057,0.29
VA,51059,0.222
VA,51059,0.195
VA,51600,0.251
VA,51600,0.242
VA,51610,0.267
VA,51610,0.254
VA,51061,0.279
VA,51061,0.255
VA,51063,0.278
VA,51063,0.294
VA,51065,0.301
VA,51065,0.282
VA,51067,0.29
VA,51067,0.288
VA,51620,0.34
VA,51620,0.344
VA,51069,0.293
VA,51069,0.307
VA,51630,0.323
VA,51630,0.299
VA,51640,0.299
VA,51640,0.298
VA,51071,0.325
VA,51071,0.344
VA,51073,0.31
VA,51073,0.333
VA,51075,0.26
VA,51075,0.255
VA,51077,0.318
VA,51077,0.321
VA,51079,0.299
VA,51079,0.288
VA,51081,0.34
VA,51081,0.331
VA,51083,0.326
VA,51083,0.35
VA,51650,0.365
VA,51650,0.331
VA,51085,0.266
VA,51085,0.247
VA,51660,0.31
VA,51660,0.298
VA,51087,0.279
VA,51087,0.281
VA,51089,0.303
VA,51089,0.308
VA,51670,0.341
VA,51670,0.346
VA,51093,0.317
VA,51093,0.299
VA,51095,0.265
VA,51095,0.245
VA,51099,0.289
VA,51099,0.288
VA,51101,0.32
VA,51101,0.32
VA,51097,0.339
VA,51097,0.331
VA,51103,0.317
VA,51103,0.297
VA,51105,0.33
VA,51105,0.285
VA,51678,0.288
VA,51678,0.292
VA,51107,0.225
VA,51107,0.223
VA,51109,0.34
VA,51109,0.34
